,author,category,description,publishedAt,source,title,url
12,Zero Hedge,Featured Stories,Moscow is closely examining Washington’s plan to weaponize outer space.,"Sun, 24 Jun 2018 12:12:25 +0000",infowars,Russia Reiterates Warning That Trump’s Space-Force Could Trigger Next Cold War,https://www.infowars.com/russia-reiterates-warning-that-trumps-space-force-could-trigger-next-cold-war/
13,Daily Caller,Featured Stories,Americans are helping foot the bill.,"Sun, 24 Jun 2018 12:09:27 +0000",infowars,Report: Taxpayers’ Money Going To Islamic Charity Group With Ties To Terrorist Groups,https://www.infowars.com/report-taxpayers-money-going-to-islamic-charity-group-with-ties-to-terrorist-groups/
14,Daily Caller,Featured Stories,"""Do you disagree with that? Well, then in the words of an MSNBC commentator, you’re pure evil.”","Sun, 24 Jun 2018 12:06:52 +0000",infowars,Tucker Carlson: America’s Elites Want ‘Immigration Without Limit’,https://www.infowars.com/tucker-carlson-americas-elites-want-immigration-without-limit/
15,Daily Mail,Featured Stories,"Devastating 'Truth Project' report reveals paedophile attacks by doctors, teachers and social workers are far more widespread than feared","Sun, 24 Jun 2018 12:01:24 +0000",infowars,The dark truth about child sex abuse,https://www.infowars.com/the-dark-truth-about-child-sex-abuse/
16,Infowars.com,Featured Stories,Red Hen refuses service to White House press secretary and her family for political reasons.,"Sun, 24 Jun 2018 01:57:48 +0000",infowars,Anti-Trump Restaurant Bans Sarah Sanders Because She Works For President,https://www.infowars.com/anti-trump-restaurant-bans-sarah-sanders-because-she-works-for-president/
17,Jon Bowne,Featured Stories,They speak very differently when it’s not an election year.,"Sat, 23 Jun 2018 16:24:00 +0000",infowars,Democrats Manufactured Border Hysteria For Midterms,https://www.infowars.com/democrats-manufactured-border-hysteria-for-midterms/
18,The Hill,Featured Stories,"Insurrection by GOP leadership and inner circle necessary to stop president, he says.","Sat, 23 Jun 2018 16:22:31 +0000",infowars,Ex-CIA Chief Calls on WH Cabinet To Revolt Against Trump,https://www.infowars.com/ex-cia-chief-calls-on-wh-cabinet-to-revolt-against-trump/
19,The Hill,Featured Stories,"'Recession is a survivable event. What Trump is doing to this country is not,' he says.","Sat, 23 Jun 2018 16:14:14 +0000",infowars,Video: Maher Doubles Down On Wishing For Crashed Economy,https://www.infowars.com/video-maher-doubles-down-on-wishing-for-crashed-economy/
20,Zero Hedge,Featured Stories,Another Hollywood loony obsessed with overthrowing duly elected president.,"Sat, 23 Jun 2018 16:06:46 +0000",infowars,Watch: Tom Arnold Trainwreck On CNN As Cohen Denies ‘Trump Take-Down’ Plan,https://www.infowars.com/watch-tom-arnold-trainwreck-on-cnn-as-cohen-denies-trump-take-down-plan/
21,Daily Caller,Featured Stories,"Meeting was just 'chance, public encounter in the hotel lobby' he says.","Sat, 23 Jun 2018 15:49:56 +0000",infowars,Michael Cohen Destroys Tom Arnold Lie He’ll Flip on Trump,https://www.infowars.com/michael-cohen-destroys-tom-arnold-lie-hell-flip-on-trump/
22,Reuters,Featured Stories,Globalist push to remain in EU on second anniversary of Brexit.,"Sat, 23 Jun 2018 15:37:06 +0000",infowars,Anti-Brexit Demonstrators March in London Demanding New Referendum,https://www.infowars.com/anti-brexit-demonstrators-march-in-london-demanding-new-referendum/
23,The Washington Times,Featured Stories,Considers hiding American roots during Ireland visit.,"Sat, 23 Jun 2018 15:29:35 +0000",infowars,‘Ashamed’ Comey Weighs Calling Self Canadian Over Trump’s Border Actions,https://www.infowars.com/ashamed-comey-weighs-calling-self-canadian-over-trumps-border-actions/
24,Newsmax,Featured Stories,"Hospitalized and facing numerous surgeries, one other dead.","Sat, 23 Jun 2018 15:15:01 +0000",infowars,SC Primary Winner Katie Arrington Seriously Injured in Head-On Car Crash,https://www.infowars.com/sc-primary-winner-katie-arrington-seriously-injured-in-head-on-car-crash/
25,The Washington Times,Featured Stories,Return fulfills commitment by Kim Jong-un at Singapore Summit.,"Sat, 23 Jun 2018 15:03:53 +0000",infowars,"Pentagon Prepares Return of Korean War Dead, Sends 100 Caskets to DMZ",https://www.infowars.com/pentagon-prepares-return-of-korean-war-dead-sends-100-caskets-to-dmz/
26,Daily Caller,Featured Stories,"'Real separation' is a 'coffin and six feet of dirt,' she says.","Sat, 23 Jun 2018 14:52:52 +0000",infowars,Video: Angel Mom Puts Immigrant Detention in Perspective,https://www.infowars.com/video-angel-mom-puts-immigrant-detention-in-perspective/
27,Infowars.com,Featured Stories,Check out the new round of submissions by dedicated Infowarriors!,"Sat, 23 Jun 2018 13:33:24 +0000",infowars,Infowars Recruitment Drive & Reporter Contest 2018 Submissions,https://www.infowars.com/infowars-recruitment-drive-reporter-contest-2018-submissions/
28,American Mirror,Featured Stories,"Now he’s got a book deal, and publicists — and armed guards.","Sat, 23 Jun 2018 11:12:51 +0000",infowars,Anti-gun protester David Hogg — protected by armed guards?,https://www.infowars.com/anti-gun-protester-david-hogg-protected-by-armed-guards/
29,Daily Caller,Featured Stories,There is no record of Michelle Obama making a public visit to any child detention center.,"Sat, 23 Jun 2018 11:05:54 +0000",infowars,Melania Trump Has Visited 100 Percent More Child Detention Centers Than Michelle Obama,https://www.infowars.com/melania-trump-has-visited-100-percent-more-child-detention-centers-than-michelle-obama/
30,Breitbart,Featured Stories,"If approved, it would not be the first time unaccompanied migrant children are housed at military bases.","Sat, 23 Jun 2018 11:02:40 +0000",infowars,"Pentagon Asked to House 20,000 Unaccompanied Migrant Children",https://www.infowars.com/pentagon-asked-to-house-20000-unaccompanied-migrant-children/
31,The Hill,Featured Stories,The Trump administration’s immigration priorities are toppling the dysfunctional status quo in Washington.,"Sat, 23 Jun 2018 10:55:17 +0000",infowars,Americans have been played again by open-border advocates,https://www.infowars.com/americans-have-been-played-again-by-open-border-advocates/
32,Zero Hedge,Featured Stories,"""She [Hillary] better win... otherwise i'm gonna be walking around with both of my guns."" ","Sat, 23 Jun 2018 10:50:51 +0000",infowars,Meet Mystery FBI “Agent 5” Who Sent Anti-Trump Texts While On Clinton Taint Team,https://www.infowars.com/meet-mystery-fbi-agent-5-who-sent-anti-trump-texts-while-on-clinton-taint-team/
33,University of East Anglia ,Health,Increasing number of people underestimating their weight,"Fri, 22 Jun 2018 22:55:00 +0000",infowars,“Plus-Size” Culture Normalizes Obesity – Study,https://www.infowars.com/plus-size-culture-normalizes-obesity-study/
34,Infowars.com,Featured Stories,MSM caught red-handed.,"Fri, 22 Jun 2018 22:48:08 +0000",infowars,Leaked Footage of CNN Staging Migrant Crisis,https://www.infowars.com/leaked-footage-of-cnn-staging-migrant-crisis/
35,David Knight,Featured Stories,'Don't say I never gave you anything.',"Fri, 22 Jun 2018 22:39:57 +0000",infowars,Trump Trolled Merkel with Candy: She’ll Be Gone By Halloween,https://www.infowars.com/trump-trolled-merkel-with-candy-shell-be-gone-by-halloween/
36,David Knight,Hot News,Forced marriages and other practices are what the left want to bring into America.,"Fri, 22 Jun 2018 22:30:21 +0000",infowars,"ISLAM: Girl 11 Wants Divorce From Husband, 38 Yrs Old",https://www.infowars.com/islam-girl-11-wants-divorce-from-husband-38-yrs-old/
37,The Hill,Government,Program geared toward cutting teen pregnancy,"Fri, 22 Jun 2018 21:59:07 +0000",infowars,Planned Parenthood Sues Over Trump’s Abstinence Program,https://www.infowars.com/planned-parenthood-sues-over-trumps-abstinence-program/
38,Washington Free Beacon,Government,Four to seven million adults impacted,"Fri, 22 Jun 2018 21:48:50 +0000",infowars,Farm Bill Puts Food Assistance Users to Work,https://www.infowars.com/farm-bill-puts-food-assistance-users-to-work/
39,Yahoo,World at War,"Clash between government forces, Huthi rebels imminent","Fri, 22 Jun 2018 21:32:02 +0000",infowars,Civilians Flee Yemen City – Fear “Fierce Showdown”,https://www.infowars.com/civilians-flee-yemen-city-fear-fierce-showdown/
40,The Alex Jones Show,Special Reports,That's what she gets for mentioning Tommy Robinson!,"Fri, 22 Jun 2018 21:23:14 +0000",infowars,EU Parliament Silences Brexit Leader Janice Atkinson On The Chamber Floor,https://www.infowars.com/eu-parliament-silences-brexit-leader-janice-atkinson-on-the-chamber-floor/
41,Tech Xplore,Health,A glass of water could contain millions of tiny biosensors,"Fri, 22 Jun 2018 21:09:54 +0000",infowars,“Drinkable” Electronic Sensors Track Cancer Growth,https://www.infowars.com/drinkable-electronic-sensors-track-cancer-growth/
42,Infowars.com,Featured Stories,"Media pushing Trump, Nazi narrative more than ever.","Fri, 22 Jun 2018 20:59:37 +0000",infowars,Voting For Trump Makes You A Nazi,https://www.infowars.com/voting-for-trump-makes-you-a-nazi/
43,Express,Globalism,Ship carrying 350 migrants came from Libyan waters,"Fri, 22 Jun 2018 20:21:11 +0000",infowars,Malta Refuses Migrant Ship – Italy,https://www.infowars.com/malta-refuses-migrant-ship-italy/
44,Space.com,Science & Tech,"Utilizes a net, drag sail","Fri, 22 Jun 2018 20:09:31 +0000",infowars,Satellite Harpoons Space Debris,https://www.infowars.com/satellite-harpoons-space-debris/
45,NBC News,Economy,Small businesses to flee to online giant,"Fri, 22 Jun 2018 19:49:25 +0000",infowars,New Tax Law Potential Boon for Amazon,https://www.infowars.com/new-tax-law-potential-boon-for-amazon/
46,Infowars.com,Featured Stories,'Sex And The City' actress Cynthia Nixon wants agency abolished.,"Fri, 22 Jun 2018 19:44:59 +0000",infowars,Dem NY Gov Candidate: ICE Is A ‘Terrorist Organization’,https://www.infowars.com/dem-ny-gov-candidate-ice-is-a-terrorist-organization/
47,France24,Globalism,Deal ends eight years of financial rescues for cash-strapped Athens,"Fri, 22 Jun 2018 19:30:12 +0000",infowars,“Greek Crisis Over” – Debt Relief Deal Incoming,https://www.infowars.com/greek-crisis-over-debt-relief-deal-incoming/
48,Adan Salazar,Featured Stories,"'They’re using it to symbolize a policy, and that was not the case on this picture.'","Fri, 22 Jun 2018 19:22:19 +0000",infowars,Border Patrol Agent in ‘Family Separation’ Photo Disputes Media Narrative,https://www.infowars.com/border-patrol-agent-in-family-separation-photo-disputes-media-narrative/
49,Infowars.com,Featured Stories,President shines light on Americans the media chooses to ignore.,"Fri, 22 Jun 2018 19:14:38 +0000",infowars,Watch: President Trump Gives Remarks on Immigration with Angel Families,https://www.infowars.com/live-now-president-trump-gives-remarks-on-immigration-with-angel-families/
50,Kit Daniels,Featured Stories,Record-breaking conservation of bald eagles coincides with the restoration of America,"Fri, 22 Jun 2018 19:08:02 +0000",infowars,Bald Eagles Making Comeback During Trump Era,https://www.infowars.com/bald-eagles-making-comeback-during-trump-era/
51,Reuters,Economy,OPEC reportedly disregarded Iran's call to reject Trump's request,"Fri, 22 Jun 2018 19:05:14 +0000",infowars,Trump Win: OPEC to Increase Daily Production by One Million Barrels,https://www.infowars.com/trump-win-opec-to-increase-daily-production-by-one-million-barrels/
52,Rex Jones ,Featured Stories,Talk about fake news!,"Fri, 22 Jun 2018 18:56:42 +0000",infowars,MSM Caught In Biggest Hoax Of All Time,https://www.infowars.com/msm-caught-in-biggest-hoax-of-all-time/
53,Jon Bowne,Featured Stories,"The left is silent about issues the MSM doesn't force-feed them.
","Fri, 22 Jun 2018 18:14:35 +0000",infowars,Border Hypocrisy: Where Is The Outrage For America’s Kids?,https://www.infowars.com/border-hypocrisy-where-is-the-outrage-for-americas-kids/
54,Business Insider,Health,Study finds brains with Alzheimer's had 2X level of herpes than those without,"Fri, 22 Jun 2018 18:10:24 +0000",infowars,Herpes Linked to Alzheimer’s,https://www.infowars.com/herpes-linked-to-alzheimers/
55,The Alex Jones Show,Featured Stories,Can he get America on the right track in just four years?,"Fri, 22 Jun 2018 17:57:38 +0000",infowars,EXCLUSIVE! It’s Confirmed- Trump’s Goal Is To Not Run For Re-Election In 2020,https://www.infowars.com/exclusive-its-confirmed-trumps-goal-is-to-not-run-for-re-election-in-2020/
56,Daily Mail,Health,Usury feedback vital for protecting our bodies,"Fri, 22 Jun 2018 17:51:34 +0000",infowars,Prosthetic “Feels Pain” Using Electronic Skin,https://www.infowars.com/prosthetic-feels-pain-using-electronic-skin/
57,The Alex Jones Show,Special Reports,Will the washed-up actor respond?,"Fri, 22 Jun 2018 17:44:32 +0000",infowars,Alex Jones Offers 1 Million To Cage Fight Peter Fonda,https://www.infowars.com/alex-jones-offers-1-million-to-cage-fight-peter-fonda/
58,Infowars.com,Featured Stories,"'Melania has learned how dishonest they are, and she truly no longer cares!'","Fri, 22 Jun 2018 17:36:20 +0000",infowars,Trump: Melania Wore ‘I Don’t Care’ Jacket to Mock Fake News Media,https://www.infowars.com/trump-melania-wore-i-dont-care-jacket-to-mock-fake-news-media/
59,Jake Lloyd,Featured Stories,Learn the truth about illegal immigration.,"Fri, 22 Jun 2018 17:34:39 +0000",infowars,It’s NOT Our Fault That Illegal Aliens Are Separated From Their Children,https://www.infowars.com/its-not-our-fault-that-illegal-aliens-are-separated-from-their-children/
60,Infowars.com,Featured Stories,The only difference is Trump is following through with his promises.,"Fri, 22 Jun 2018 17:15:06 +0000",infowars,Former Presidents Support Trump’s Immigration Plan,https://www.infowars.com/former-presidents-support-trumps-immigration-plan/
61,Washington Examiner,Economy,Involves rockets carrying heavy payloads for US national security,"Fri, 22 Jun 2018 17:09:02 +0000",infowars,Musk’s SpaceX Wins $130 Million Air Force Contract,https://www.infowars.com/musks-spacex-wins-130-million-air-force-contract/
62,Owen Shroyer,Hot News,He could be preparing for a major event.,"Fri, 22 Jun 2018 17:03:03 +0000",infowars,"Why Does Matt Lauer Have 16,000 Acres In New Zealand?",https://www.infowars.com/why-does-matt-lauer-have-16000-acres-in-new-zealand/
63,RT,World at War,"Europe’s efforts to save deal not enough, according to Tehran","Fri, 22 Jun 2018 16:51:19 +0000",infowars,Iran May Exit Nuclear Deal Soon – Deputy FM,https://www.infowars.com/iran-may-exit-nuclear-deal-soon-deputy-fm/
64,Owen Shroyer,Special Reports,Where is the outrage from the left?,"Fri, 22 Jun 2018 16:51:02 +0000",infowars,Americans Separated From Families For Marijuana Violations,https://www.infowars.com/americans-separated-from-families-for-marijuana-violations/
65,Owen Shroyer,Economy,Another opportunity for the government to take money from citizens.,"Fri, 22 Jun 2018 16:44:18 +0000",infowars,Supreme Court Decides In Favor Of Online Sales Tax,https://www.infowars.com/supreme-court-decides-in-favor-of-online-sales-tax/
66,Reuters,Government,Court said police generally need court-approved warrant to get access to data.,"Fri, 22 Jun 2018 16:44:17 +0000",infowars,Supreme Court says Warrant Necessary for Phone Location Data in Win for Privacy,https://www.infowars.com/supreme-court-says-warrant-necessary-for-phone-location-data-in-win-for-privacy/
67,Paul Joseph Watson,Featured Stories,"""Anti-racists"" attack couple for showing support for World Cup team.","Fri, 22 Jun 2018 16:43:27 +0000",infowars,Farmer Attacked as “Racist” For Displaying Swedish Flag Colors in Support of Childhood Cancer Charity,https://www.infowars.com/farmer-attacked-as-racist-for-displaying-swedish-flag-colors-in-support-of-childhood-cancer-charity/
68,Sputnik,World at War,No casualties reported,"Fri, 22 Jun 2018 16:38:05 +0000",infowars,“Unidentified Hostile Force” Attacks US Coalition in Syria,https://www.infowars.com/unidentified-hostile-force-attacks-us-coalition-in-syria/
69,Owen Shroyer,Special Reports,Shadowy agency involved in some violent crimes.,"Fri, 22 Jun 2018 16:30:22 +0000",infowars,The FBI Has Been Caught Staging Terror Attacks,https://www.infowars.com/the-fbi-has-been-caught-staging-terror-attacks/
70,The Nordic Page,World at War,Exercise to test entire military chain,"Fri, 22 Jun 2018 16:20:23 +0000",infowars,Norway to Host Biggest NATO Military Exercise Since Cold War,https://www.infowars.com/norway-to-host-biggest-nato-military-exercise-since-cold-war/
71,Rex Jones & Savanah Hernandez ,Featured Stories,Trump getting blamed for pictures taken during Obama administration.,"Fri, 22 Jun 2018 16:08:15 +0000",infowars,VIDEO: Liberals Find Out Pics Of Immigrant Children In Cages Were During Obama Presidency,https://www.infowars.com/video-liberals-find-out-pics-of-immigrant-children-in-cages-were-during-obama-presidency/
72,Westmonster,Globalism,"Over 1,000 cases between January, March","Fri, 22 Jun 2018 16:04:17 +0000",infowars,Female Genital Mutilation Crisis in England,https://www.infowars.com/female-genital-mutilation-crisis-in-england/
73,Dan Lyman,Featured Stories,But new Italian leadership fights back against accusations,"Fri, 22 Jun 2018 15:57:28 +0000",infowars,Macron: “Leprosy” of Populism Spreading Across Europe,https://www.infowars.com/macron-leprosy-of-populism-spreading-across-europe/
74,Voice of Europe,Globalism,"Cause reportedly migrant pickpockets, poor organization","Fri, 22 Jun 2018 15:55:25 +0000",infowars,Italian Prosecutors Crack Down on Officials After Soccer Tragedy,https://www.infowars.com/italian-prosecutors-crack-down-on-officials-after-soccer-tragedy/
75,Owen Shroyer,Special Reports,Internet censorship continues as the establishment gets more desperate.,"Fri, 22 Jun 2018 15:48:45 +0000",infowars,Outlaw Morgan Gets Banned From Facebook,https://www.infowars.com/outlaw-morgan-gets-banned-from-facebook/
76,Hungary Journal,Globalism,Says Hungary has tools to thwart migration,"Fri, 22 Jun 2018 15:42:36 +0000",infowars,Orban Claims Border Security Independence,https://www.infowars.com/orban-claims-border-security-independence/
77,Daily Mail,Science & Tech,Theory of relativity proven outside our solar system,"Fri, 22 Jun 2018 15:25:59 +0000",infowars,Ground-Breaking Gravity Experiment Proves Einstein Right,https://www.infowars.com/ground-breaking-gravity-experiment-proves-einstein-right/
78,Steve Watson ,Featured Stories,"""If you vote for Trump, you are ripping children from parents’ arms”","Fri, 22 Jun 2018 14:14:19 +0000",infowars,MSNBC Analyst: Trump Supporters Are Like NAZI Guards,https://www.infowars.com/msnbc-analyst-trump-supporters-are-like-nazi-guards-if-you-vote-for-trump-you-are-ripping-children-from-parents-arms/
79,Mikael Thalen,Featured Stories,"Despite incidents in both Cuba and China, U.S. officials have yet to find the source","Fri, 22 Jun 2018 14:13:30 +0000",infowars,U.S. Embassy in Cuba Sees 25th Victim of Mysterious Attack,https://www.infowars.com/u-s-embassy-in-cuba-sees-25th-victim-of-mysterious-attack/
80,Infowars,Featured Stories,Alex asks his long time friend to double check his facts.,"Fri, 22 Jun 2018 13:41:57 +0000",infowars,Alex Jones Calls Out Joe Rogan For Defending George Soros,https://www.infowars.com/alex-jones-calls-out-joe-rogan-for-defending-george-soros/
81,Infowars.com,Featured Stories,Time Magazine and CNN run with completely fake story.,"Fri, 22 Jun 2018 13:09:52 +0000",infowars,Breaking Live! Little Girl Never Separated From Mother – MSM Caught In Giant Fake News Scandal,https://www.infowars.com/watch-live-trump-demands-deal-on-immigration/
82,Joyce Lee ,World News,'The whole world is marveling at the amazing developments between the North and South',"Fri, 22 Jun 2018 12:37:43 +0000",infowars,North and South Korea discuss reunion meetings for divided families,https://www.infowars.com/north-and-south-korea-discuss-reunion-meetings-for-divided-families/
83,Natalie Johnson ,Government,Huawei's partnerships with more than 50 U.S. universities 'may pose a significant threat to national security',"Fri, 22 Jun 2018 12:35:16 +0000",infowars,Pentagon Investigating Chinese Research Partnerships With U.S. Universities,https://www.infowars.com/pentagon-investigating-chinese-research-partnerships-with-u-s-universities/
84,IBTimes,Science & Tech,About 60 installation facilities remain open,"Fri, 22 Jun 2018 12:34:06 +0000",infowars,"Tesla To Close A Dozen Solar Facilities In Nine States, Documents Show",https://www.infowars.com/tesla-to-close-a-dozen-solar-facilities-in-nine-states-documents-show/
85,Ellen Mitchell ,U.S. News,'This... is going to require legislation and a lot of detailed planning...' Mattis says,"Fri, 22 Jun 2018 12:32:46 +0000",infowars,Obstacles to Trump’s ‘space force’ could keep proposal grounded for now,https://www.infowars.com/obstacles-to-trumps-space-force-could-keep-proposal-grounded-for-now/
86,Stephanie Nebehay ,World News,About 125 people died in anti-government protests last year,"Fri, 22 Jun 2018 12:26:16 +0000",infowars,"Killings by security forces rife in Venezuela, rule of law ‘virtually absent’: U.N.",https://www.infowars.com/killings-by-security-forces-rife-in-venezuela-rule-of-law-virtually-absent-u-n/
87,Stephen Gutowski ,U.S. News,Unconstitutional magazine ban should not be enforced while being challenged in a court of law,"Fri, 22 Jun 2018 12:22:21 +0000",infowars,Gun-Rights Group Files Motion to Block NJ Ammunition Confiscation Scheme,https://www.infowars.com/gun-rights-group-files-motion-to-block-nj-ammunition-confiscation-scheme/
88,Reuters,Science & Tech,Police obtained records from Hulu which proved driver was streaming,"Fri, 22 Jun 2018 12:19:27 +0000",infowars,Uber Driver Was Streaming Hulu Show Just Before Self-Driving Car Crash,https://www.infowars.com/uber-driver-was-streaming-hulu-show-just-before-self-driving-car-crash/
89,Sputnik,Featured Stories,Launching investigation into legal status of NGO vessels,"Fri, 22 Jun 2018 12:17:04 +0000",infowars,Italy Moves to Seize Two Migrant Rescue Ships,https://www.infowars.com/italy-moves-to-seize-two-migrant-rescue-ships/
90,The Hill,Government,Your elected officials know these debt trends are not sustainable,"Fri, 22 Jun 2018 12:16:03 +0000",infowars,Congress might rein in spending if they had to send voters a receipt,https://www.infowars.com/congress-might-rein-in-spending-if-they-had-to-send-voters-a-receipt/
91,Paul Joseph Watson,Featured Stories,"""They are safer now than when they were making that journey to the border"".","Fri, 22 Jun 2018 12:10:27 +0000",infowars,Fake News: Crying Child Used by Time Magazine & CNN Was Never Separated From Her Mother,https://www.infowars.com/fake-news-crying-child-used-by-time-magazine-cnn-was-never-separated-from-her-mother/
92,Breitbart,Featured Stories,"The mother and daughter were never separated, and were in fact in U.S. custody at a family residential facility in Texas.","Fri, 22 Jun 2018 12:09:10 +0000",infowars,Facebook Allows ‘Fake News’ Photo to Raise $18 Million for Border Cause,https://www.infowars.com/facebook-allows-fake-news-photo-to-raise-18-million-for-border-cause/
93,Chris Menahan  ,Featured Stories,No one was buying it.,"Fri, 22 Jun 2018 12:08:14 +0000",infowars,NYT Mocked After Video Of ‘Unaccompanied Migrant Children’ Appears to Show Grown Men,https://www.infowars.com/nyt-mocked-after-video-of-unaccompanied-migrant-children-appears-to-show-grown-men/
94,Fox News,Featured Stories,Dispute over redrawn borders could derail campaign,"Fri, 22 Jun 2018 11:41:16 +0000",infowars,Movement to Split California Into Three States Fractures After Making Ballot,https://www.infowars.com/movement-to-split-california-into-three-states-fractures-after-making-ballot/
95,The Hill,Featured Stories,Crazed Hollywood leftist vows to destroy President,"Fri, 22 Jun 2018 11:40:25 +0000",infowars,Tom Arnold Says He’s Teaming Up With Michael Cohen and ‘Taking Trump Down’,https://www.infowars.com/tom-arnold-says-hes-teaming-up-with-michael-cohen-and-taking-trump-down/
96,Reuters,Economy,Internal documents indicate trouble for electric car maker,"Fri, 22 Jun 2018 11:40:19 +0000",infowars,Tesla to Close a Dozen Solar Facilities In Nine States,https://www.infowars.com/tesla-to-close-a-dozen-solar-facilities-in-nine-states/
97,CNBC,Featured Stories,"After the cancellation of the hit sitcom ""Roseanne,"" Disney-owned ABC ordered 10 episodes of a spinoff with a working title ""The Conners"".","Fri, 22 Jun 2018 11:16:39 +0000",infowars,ABC orders 10 episodes of ‘Roseanne’ spinoff — without Roseanne Barr,https://www.infowars.com/abc-orders-10-episodes-of-roseanne-spinoff-without-roseanne-barr/
98,CNS News,Featured Stories,"Through a web survey of 1,440 U.S. adults, Gallup wanted to find out how much “problematic information” people find via T.V., newspapers, radio, and social media.","Fri, 22 Jun 2018 11:07:39 +0000",infowars,Gallup Poll: 62 Percent of Americans Believe Their News Is Biased,https://www.infowars.com/gallup-poll-62-percent-of-americans-believe-their-news-is-biased/
99,The Local,Featured Stories,A survey carried out by YouGov and published on Friday shows that 43 percent of Germans want Merkel to leave office.,"Fri, 22 Jun 2018 10:29:23 +0000",infowars,"Almost half of Germans want Merkel to resign, poll shows",https://www.infowars.com/almost-half-of-germans-want-merkel-to-resign-poll-shows/
