,author,category,description,publishedAt,source,title,url
12,IBTimes,Science & Tech,About 60 installation facilities remain open,"Fri, 22 Jun 2018 12:34:06 +0000",infowars,"Tesla To Close A Dozen Solar Facilities In Nine States, Documents Show",https://www.infowars.com/tesla-to-close-a-dozen-solar-facilities-in-nine-states-documents-show/
13,Ellen Mitchell ,U.S. News,'This... is going to require legislation and a lot of detailed planning...' Mattis says,"Fri, 22 Jun 2018 12:32:46 +0000",infowars,Obstacles to Trump’s ‘space force’ could keep proposal grounded for now,https://www.infowars.com/obstacles-to-trumps-space-force-could-keep-proposal-grounded-for-now/
14,Stephanie Nebehay ,World News,About 125 people died in anti-government protests last year,"Fri, 22 Jun 2018 12:26:16 +0000",infowars,"Killings by security forces rife in Venezuela, rule of law ‘virtually absent’: U.N.",https://www.infowars.com/killings-by-security-forces-rife-in-venezuela-rule-of-law-virtually-absent-u-n/
15,Stephen Gutowski ,U.S. News,Unconstitutional magazine ban should not be enforced while being challenged in a court of law,"Fri, 22 Jun 2018 12:22:21 +0000",infowars,Gun-Rights Group Files Motion to Block NJ Ammunition Confiscation Scheme,https://www.infowars.com/gun-rights-group-files-motion-to-block-nj-ammunition-confiscation-scheme/
16,Reuters,Science & Tech,Police obtained records from Hulu which proved driver was streaming,"Fri, 22 Jun 2018 12:19:27 +0000",infowars,Uber Driver Was Streaming Hulu Show Just Before Self-Driving Car Crash,https://www.infowars.com/uber-driver-was-streaming-hulu-show-just-before-self-driving-car-crash/
17,Sputnik,Featured Stories,Launching investigation into legal status of NGO vessels,"Fri, 22 Jun 2018 12:17:04 +0000",infowars,Italy Moves to Seize Two Migrant Rescue Ships,https://www.infowars.com/italy-moves-to-seize-two-migrant-rescue-ships/
18,The Hill,Government,Your elected officials know these debt trends are not sustainable,"Fri, 22 Jun 2018 12:16:03 +0000",infowars,Congress might rein in spending if they had to send voters a receipt,https://www.infowars.com/congress-might-rein-in-spending-if-they-had-to-send-voters-a-receipt/
19,Paul Joseph Watson,Featured Stories,"""They are safer now than when they were making that journey to the border"".","Fri, 22 Jun 2018 12:10:27 +0000",infowars,Fake News: Crying Child Used by Time Magazine & CNN Was Never Separated From Her Mother,https://www.infowars.com/fake-news-crying-child-used-by-time-magazine-cnn-was-never-separated-from-her-mother/
20,Breitbart,Featured Stories,"The mother and daughter were never separated, and were in fact in U.S. custody at a family residential facility in Texas.","Fri, 22 Jun 2018 12:09:10 +0000",infowars,Facebook Allows ‘Fake News’ Photo to Raise $18 Million for Border Cause,https://www.infowars.com/facebook-allows-fake-news-photo-to-raise-18-million-for-border-cause/
21,Chris Menahan  ,Featured Stories,No one was buying it.,"Fri, 22 Jun 2018 12:08:14 +0000",infowars,NYT Mocked After Video Of ‘Unaccompanied Migrant Children’ Appears to Show Grown Men,https://www.infowars.com/nyt-mocked-after-video-of-unaccompanied-migrant-children-appears-to-show-grown-men/
22,Fox News,Featured Stories,Dispute over redrawn borders could derail campaign,"Fri, 22 Jun 2018 11:41:16 +0000",infowars,Movement to Split California Into Three States Fractures After Making Ballot,https://www.infowars.com/movement-to-split-california-into-three-states-fractures-after-making-ballot/
23,The Hill,Featured Stories,Crazed Hollywood leftist vows to destroy President,"Fri, 22 Jun 2018 11:40:25 +0000",infowars,Tom Arnold Says He’s Teaming Up With Michael Cohen and ‘Taking Trump Down’,https://www.infowars.com/tom-arnold-says-hes-teaming-up-with-michael-cohen-and-taking-trump-down/
24,Reuters,Economy,Internal documents indicate trouble for electric car maker,"Fri, 22 Jun 2018 11:40:19 +0000",infowars,Tesla to Close a Dozen Solar Facilities In Nine States,https://www.infowars.com/tesla-to-close-a-dozen-solar-facilities-in-nine-states/
25,CNBC,Featured Stories,"After the cancellation of the hit sitcom ""Roseanne,"" Disney-owned ABC ordered 10 episodes of a spinoff with a working title ""The Conners"".","Fri, 22 Jun 2018 11:16:39 +0000",infowars,ABC orders 10 episodes of ‘Roseanne’ spinoff — without Roseanne Barr,https://www.infowars.com/abc-orders-10-episodes-of-roseanne-spinoff-without-roseanne-barr/
26,CNS News,Featured Stories,"Through a web survey of 1,440 U.S. adults, Gallup wanted to find out how much “problematic information” people find via T.V., newspapers, radio, and social media.","Fri, 22 Jun 2018 11:07:39 +0000",infowars,Gallup Poll: 62 Percent of Americans Believe Their News Is Biased,https://www.infowars.com/gallup-poll-62-percent-of-americans-believe-their-news-is-biased/
27,The Local,Featured Stories,A survey carried out by YouGov and published on Friday shows that 43 percent of Germans want Merkel to leave office.,"Fri, 22 Jun 2018 10:29:23 +0000",infowars,"Almost half of Germans want Merkel to resign, poll shows",https://www.infowars.com/almost-half-of-germans-want-merkel-to-resign-poll-shows/
28,Michael Snyder  ,Featured Stories,"<b>Michael Snyder </b>&#124; According to Axios, 113 Mexican politicians really have been murdered since last September…","Fri, 22 Jun 2018 10:25:01 +0000",infowars,"Just Over The U.S. Border, A Once Mighty Nation Is In The Process Of A Complete And Total Societal Meltdown",https://www.infowars.com/just-over-the-u-s-border-a-once-mighty-nation-is-in-the-process-of-a-complete-and-total-societal-meltdown/
29,Adan Salazar,Featured Stories,Sign removed after pressure from butthurt snowflakes.,"Fri, 22 Jun 2018 00:02:31 +0000",infowars,Facebook User Receives Death Threats After Posting Pic of Billboard telling Liberals to Leave Texas,https://www.infowars.com/facebook-user-receives-death-threats-after-posting-pic-of-billboard-telling-liberals-to-leave-texas/
30,The Alex Jones Show,Globalism,Clinton is interested in some dark stuff.,"Thu, 21 Jun 2018 23:05:45 +0000",infowars,Learn Why Hillary Worships Aleister Crowley,https://www.infowars.com/learn-why-hillary-worships-aleister-crowley/
31,David Knight,Hot News,What is wrong with America's film industry?,"Thu, 21 Jun 2018 22:28:31 +0000",infowars,Hollywood Perv Mutilates & Murders in Real Life Just Like His Script,https://www.infowars.com/hollywood-perv-mutilates-murders-in-real-life-just-like-his-script/
32,Sputnik,World at War,Allegedly sold list of mods on Soviet-constructed ship,"Thu, 21 Jun 2018 21:49:28 +0000",infowars,Chinese Exec Investigated For Selling Aircraft Carrier Intel to CIA,https://www.infowars.com/chinese-exec-investigated-for-selling-aircraft-carrier-intel-to-cia/
33,Kit Daniels,Featured Stories,Writer deleted Twitter account amid outrage,"Thu, 21 Jun 2018 21:47:39 +0000",infowars,TV Writer Threatens Four-Year-Old Daughter of Trump Jr.,https://www.infowars.com/tv-writer-threatens-four-year-old-daughter-of-trump-jr/
34,Fox News,Featured Stories,Dean of conservative commentators lived to 68,"Thu, 21 Jun 2018 21:45:24 +0000",infowars,Charles Krauthammer Dead,https://www.infowars.com/charles-krauthammer-dead/
35,David Knight,Science & Tech,Globalists cracking down on freedom of travel.,"Thu, 21 Jun 2018 21:44:11 +0000",infowars,"EPA & Volvo Conspire Against Trump, Audi Exec Jailed For Emissions",https://www.infowars.com/epa-volvo-conspire-against-trump-audi-exec-jailed-for-emissions/
36,David Knight,Featured Stories,The grim reality behind illegal immigration.,"Thu, 21 Jun 2018 21:32:00 +0000",infowars,"Border Truth: Human Trafficking, Parental Abuse & Sexual Slavery",https://www.infowars.com/border-truth-human-trafficking-parental-abuse-sexual-slavery/
37,The Hill,Hot News,'I acknowledge it is a possibility.',"Thu, 21 Jun 2018 19:47:58 +0000",infowars,Roger Stone: It’s possible I’ll be indicted,https://www.infowars.com/roger-stone-its-possible-ill-be-indicted/
38,Breitbart,World News,Largest Swedish music fest shuts down for good after sex assaults.,"Thu, 21 Jun 2018 19:39:06 +0000",infowars,Swedish Bråvalla Music Festival Permanently Cancelled After Wave of Sex Attacks,https://www.infowars.com/swedish-bravalla-music-festival-permanently-cancelled-after-wave-of-sex-attacks/
39,The Alex Jones Show,Special Reports,FLOTUS made a surprise visit.,"Thu, 21 Jun 2018 19:38:06 +0000",infowars,MUST SEE: Melania Trump Border Video,https://www.infowars.com/must-see-melania-trump-border-video/
40,Infowars.com,Featured Stories,Snowflakes get a dose of reality.,"Thu, 21 Jun 2018 19:19:20 +0000",infowars,Instant Karma: Best of Liberal Payback Compilation,https://www.infowars.com/instant-karma-best-of-liberal-payback-compilation/
41,J.B. Handley ,Health,Statistics destroy Big Pharma's favorite argument ,"Thu, 21 Jun 2018 19:07:53 +0000",infowars,Debunking Vaccine Maker’s Herd Immunity Myth,https://www.infowars.com/debunking-vaccine-makers-herd-immunity-myth/
42,Jake Lloyd,Featured Stories,Will the people stand for this?,"Thu, 21 Jun 2018 19:04:24 +0000",infowars,"Austin Legalizes Crime, So Infowars Hits The Shops",https://www.infowars.com/austin-legalizes-crime-so-infowars-hits-the-shops/
43,Millie Weaver,Featured Stories,The establishment wants America to forget about the IG report.,"Thu, 21 Jun 2018 18:46:54 +0000",infowars,Why ‘Children In Cages’ Hoax Is A BIG Distraction,https://www.infowars.com/why-children-in-cages-hoax-is-a-big-distraction/
44,Harrison Smith,Special Reports,Anti-Christian censorship?,"Thu, 21 Jun 2018 18:38:56 +0000",infowars,Did MTV Cut Jesus Out Of Chris Pratt’s Speech?,https://www.infowars.com/did-mtv-cut-jesus-out-of-chris-pratts-speech/
45,Paul Joseph Watson,Featured Stories,"The left hates families and children, why should we believe them now? ","Thu, 21 Jun 2018 18:34:30 +0000",infowars,VIDEO: The Truth About the Border,https://www.infowars.com/video-the-truth-about-separating-children/
46,Infowars.com,Featured Stories,Peter Fonda portrayed a pedophile in Wanda Nevada.,"Thu, 21 Jun 2018 18:19:44 +0000",infowars,Actor Who Called for Barron Trump Pedophile Rape Played Pedo in Film,https://www.infowars.com/actor-who-called-for-barron-trump-pedophile-rape-played-pedo-in-film/
47,Zero Hedge,Featured Stories,The Deep State is being exposed.,"Thu, 21 Jun 2018 18:17:27 +0000",infowars,"Former Secret Service Agent Files RICO Suit Against Clintons, Soros, Podesta, Brock",https://www.infowars.com/former-secret-service-agent-files-rico-suit-against-clintons-soros-podesta-brock/
48,The Alex Jones Show,Special Reports,Liberal host pulls on America's heartstrings.,"Thu, 21 Jun 2018 18:01:36 +0000",infowars,Rachel Maddow Pretends To Cry During Her Fake News Program,https://www.infowars.com/rachel-maddow-pretends-to-cry-during-her-fake-news-program/
49,Kit Daniels,Featured Stories,Media ignoring Obama's detention centers from 2014,"Thu, 21 Jun 2018 17:36:16 +0000",infowars,"Obama’s Migrant Centers Overcrowded, Disease-Ridden, Topped With Razor Wire",https://www.infowars.com/obamas-migrant-centers-overcrowded-disease-ridden-topped-with-razor-wire/
50,Owen Shroyer,Science & Tech,Liberal logic at work.,"Thu, 21 Jun 2018 17:25:09 +0000",infowars,If You Deny Man-Made Climate Change You’re A Racist,https://www.infowars.com/if-you-deny-man-made-climate-change-youre-a-racist/
51,Reuters,Economy,"Beijing puts import taxes on US crude, refined products ","Thu, 21 Jun 2018 17:12:57 +0000",infowars,China Drops Oil Purchases to Dodge Tariff,https://www.infowars.com/china-drops-oil-purchases-to-dodge-tariff/
52,Owen Shroyer,Special Reports,It was the Russians.,"Thu, 21 Jun 2018 17:07:09 +0000",infowars,Shock Video: Reporter Finds S*** On Desk While On Air,https://www.infowars.com/shock-video-reporter-finds-s-on-desk-while-on-air/
53,Owen Shroyer,Globalism,Learn how POTUS has the elite shaking in their boots.,"Thu, 21 Jun 2018 16:51:58 +0000",infowars,Why Donald Trump Scares The Globalists,https://www.infowars.com/why-donald-trump-scares-the-globalists/
54,Owen Shroyer,Special Reports,When will we see her in jail?,"Thu, 21 Jun 2018 16:42:07 +0000",infowars,Inspector General Finds Clinton Broke The Law Three Different Times,https://www.infowars.com/inspector-general-finds-clinton-broke-the-law-three-different-times/
55,Washinton Times,Government,Abandonment of strong immigration promises chief reason  ,"Thu, 21 Jun 2018 16:36:45 +0000",infowars,House Immigration Bills Doomed to Fail – Conservatives,https://www.infowars.com/house-immigration-bills-doomed-to-fail-conservatives/
56,Phys.org,Science & Tech,Experts find nearly 80 in record time,"Thu, 21 Jun 2018 16:26:53 +0000",infowars,“Treasure Trove” of Exoplanets Discovered,https://www.infowars.com/treasure-trove-of-exoplanets-discovered/
57,Daily Mail,Science & Tech,Pin number obsoleted,"Thu, 21 Jun 2018 16:14:44 +0000",infowars,Fingerprint-Scanning Smart-Cards to Replace Debit Cards,https://www.infowars.com/fingerprint-scanning-smart-cards-to-replace-debit-cards/
58,Washington Free Beacon,Government,"Includes subsidized dorms, living expenses","Thu, 21 Jun 2018 15:36:36 +0000",infowars,Dem Congressman Wants Taxpayer-Funded Housing For House Members,https://www.infowars.com/dem-congressman-wants-taxpayer-funded-housing-for-house-members/
59,José Niño ,Economy,Program ultimately hurts private sector,"Thu, 21 Jun 2018 15:26:02 +0000",infowars,Universal Basic Income Fails to Reduce Poverty,https://www.infowars.com/universal-basic-income-fails-to-reduce-poverty/
60,Express,Globalism,Gains from interest payments on bonds since 2010,"Thu, 21 Jun 2018 15:16:22 +0000",infowars,Shock: Germany Made Billions From Greek Debt,https://www.infowars.com/shock-germany-made-billions-from-greek-debt/
61,Mikael Thalen,Featured Stories,"'We got back our great fallen heroes, the remains sent back today...'","Thu, 21 Jun 2018 15:13:39 +0000",infowars,Trump: North Korea Returns Remains of 200 U.S. Troops,https://www.infowars.com/trump-north-korea-returns-remains-of-200-u-s-troops/
62,Mikael Thalen,Featured Stories,Face scanning systems now active in nine airports across country,"Thu, 21 Jun 2018 15:12:00 +0000",infowars,Florida Airport to Face Scan U.S. Citizens Traveling Abroad,https://www.infowars.com/florida-airport-to-face-scan-u-s-citizens-traveling-abroad/
63,Voice of Europe,Globalism,Anti-immigration platform fostered surge in poll numbers,"Thu, 21 Jun 2018 15:08:03 +0000",infowars,Swedish Nationalist Party Now Largest,https://www.infowars.com/swedish-nationalist-party-now-largest/
64,Zero Hedge,Economy,Wants US to minimize tariffs on Chinese goods,"Thu, 21 Jun 2018 14:57:26 +0000",infowars,Trump Win: China “Quietly” Asks US to De-Escalate Trade War,https://www.infowars.com/trump-win-china-quietly-asks-us-to-de-escalate-trade-war/
65,Dan Lyman,Featured Stories,Incorrectly accused her of serving him pork,"Thu, 21 Jun 2018 13:39:03 +0000",infowars,Video: Muslim Passenger Rages at Stewardess Over Turkey Sandwich: “Stupid F**king Bitch”,https://www.infowars.com/video-muslim-passenger-rages-at-stewardess-over-turkey-sandwich-stupid-fking-bitch/
66,Dan Lyman,Featured Stories,Media silent on identity of suspect,"Thu, 21 Jun 2018 13:27:54 +0000",infowars,Migrant Activist Disappears – Moroccan Trucker Arrested,https://www.infowars.com/migrant-activist-disappears-moroccan-trucker-arrested/
67,Steve Watson ,Featured Stories,Facility opened in 2007.,"Thu, 21 Jun 2018 13:22:44 +0000",infowars,Deranged: Leftists Are Blaming Trump For 2016 Abuses At Immigrant Detention Center,https://www.infowars.com/deranged-leftists-are-blaming-trump-for-2016-abuses-at-immigrant-detention-centre/
68,Infowars.com,Featured Stories,POTUS gets the job done again.,"Thu, 21 Jun 2018 13:06:01 +0000",infowars,"Breaking Live! Supremes Torpedo Bezos’ Amazon, As The Left Pushes For Civil War",https://www.infowars.com/watch-live-trump-signs-executive-order-cleaning-up-obamas-cages/
69,Town Hall,Featured Stories,Ignore Outrage Inc. and it will die out,"Thu, 21 Jun 2018 12:31:34 +0000",infowars,Don’t Get Played; Get Woke to the Outrage Scam,https://www.infowars.com/dont-get-played-get-woke-to-the-outrage-scam/
70,RT,Featured Stories,Return to old rules after quota system failure?,"Thu, 21 Jun 2018 12:23:09 +0000",infowars,"Merkel, Macron Want EU Border States to Deal With Migrants",https://www.infowars.com/merkel-macron-want-eu-border-states-to-deal-with-migrants/
71,Paul Joseph Watson,Featured Stories,"""We were on our way home when he suddenly started to sing ‘Allah, Allah’"".","Thu, 21 Jun 2018 11:50:50 +0000",infowars,"Austria: Catholic Children Forced to Learn Islamic Songs, Punished if They Refused",https://www.infowars.com/austria-catholic-children-forced-to-learn-islamic-songs-punished-if-they-refused/
72,Jerusalem Post,Featured Stories,Charges follow collapse of plea bargain,"Thu, 21 Jun 2018 11:37:47 +0000",infowars,Sara Netanyahu Indicted For Fraud,https://www.infowars.com/sara-netanyahu-indicted-for-fraud/
73,Reuters,Hot News,Monumental development for families of POW/KIA,"Thu, 21 Jun 2018 11:32:34 +0000",infowars,Trump Says North Korea Has Returned Remains of 200 U.S. War Dead,https://www.infowars.com/trump-says-north-korea-has-returned-remains-of-200-u-s-war-dead/
74,Reuters,World News,Japan is eyeing a meeting between Prime Minister Shinzo Abe and Kim Jong Un,"Thu, 21 Jun 2018 11:21:24 +0000",infowars,Japan to halt missile attack drills after Trump-Kim summit: Kyodo,https://www.infowars.com/japan-to-halt-missile-attack-drills-after-trump-kim-summit-kyodo/
75,Breitbart,Featured Stories,Trump signed an executive order on Wednesday that keeps border crossing family units in detention together while they are prosecuted. ,"Thu, 21 Jun 2018 11:20:19 +0000",infowars,Nancy Pelosi Demands Zero Border Enforcement: Detention of Illegal Aliens Is ‘Form of Child Abuse’,https://www.infowars.com/nancy-pelosi-demands-zero-border-enforcement-detention-of-illegal-aliens-is-form-of-child-abuse/
76,Ned Ryun ,Government,'Republicans should call Schumer’s bluff and pass Cruz’s bill',"Thu, 21 Jun 2018 11:18:19 +0000",infowars,"Dems allow separation of parents, children to continue, just to score political points",https://www.infowars.com/dems-allow-separation-of-parents-children-to-continue-just-to-score-political-points/
77,Bill McMorris ,U.S. News,Whole Women's Health demanded Texas bishops' private communications,"Thu, 21 Jun 2018 11:16:16 +0000",infowars,Court Rejects Abortion Giant’s Demand for Church Emails,https://www.infowars.com/court-rejects-abortion-giants-demand-for-church-emails/
78,Matt Spetalnick ,World News,No sign of any activity toward dismantling any missile test site so far,"Thu, 21 Jun 2018 11:14:14 +0000",infowars,U.S. identifies North Korea missile test site it says Kim committed to destroy,https://www.infowars.com/u-s-identifies-north-korea-missile-test-site-it-says-kim-committed-to-destroy/
79,Reid Wilson ,U.S. News,'White fertility has gone down. There’s a little bit less white immigration in the last year',"Thu, 21 Jun 2018 11:11:57 +0000",infowars,America’s white population shrinks for the first time as nation ages,https://www.infowars.com/americas-white-population-shrinks-for-the-first-time-as-nation-ages/
80,Chris Menahan  ,Featured Stories,President Obama forcefully told Central American parents in 2014 not to send their children unaccompanied to America.,"Thu, 21 Jun 2018 11:11:43 +0000",infowars,Obama to Central Americans in 2014: “Don’t Send Your Children Unaccompanied… They’ll Get Sent Back!”,https://www.infowars.com/obama-to-central-americans-in-2014-dont-send-your-children-unaccompanied-theyll-get-sent-back/
81,Stephen Gutowski ,U.S. News,"Civilians own 100 times as many guns as the military, 400 times as many as police","Thu, 21 Jun 2018 11:08:48 +0000",infowars,Report: Nearly 400 Million Civilian-Owned Guns in America,https://www.infowars.com/report-nearly-400-million-civilian-owned-guns-in-america/
82,Daily Wire,Featured Stories,"""Don’t try to find me because you won’t."" ","Thu, 21 Jun 2018 11:02:21 +0000",infowars,"Democrat Volunteer Threatens To Kill Republican Reps’ Kids Over ‘Zero Tolerance’ Immigration Policy, Report Says",https://www.infowars.com/democrat-volunteer-threatens-to-kill-republican-reps-kids-over-zero-tolerance-immigration-policy-report-says/
83,Daily Caller,Featured Stories,"""He’s going home to his mom. Say hello to Mommy!”","Thu, 21 Jun 2018 10:53:33 +0000",infowars,"‘Was That A Man Or A Woman?’ — A Protester Interrupts Trump’s Rally, He Makes Him Instantly Regret It",https://www.infowars.com/was-that-a-man-or-a-woman-a-protester-interrupts-trumps-rally-he-makes-him-instantly-regret-it/
84,Daily Caller,Featured Stories,Kim Kardashian said she wants to see President Donald Trump “succeed” and called out “everyone who doesn’t want that.”,"Thu, 21 Jun 2018 10:44:41 +0000",infowars,"Kim Kardashian: I Want Trump ‘To Succeed,’ It’s Crazy That ‘Everyone Doesn’t Want That’",https://www.infowars.com/kim-kardashian-i-want-trump-to-succeed-its-crazy-that-everyone-doesnt-want-that/
85,Michael Snyder Economic Collapse,Featured Stories,Simply being disillusioned is not going to be enough to make us ungovernable.,"Thu, 21 Jun 2018 10:30:41 +0000",infowars,Is The United States On A Road To Becoming Ungovernable?,https://www.infowars.com/is-the-united-states-on-a-road-to-becoming-ungovernable/
86,Alex Jones ,Featured Stories,Inspector General says Hillary and aides were never interviewed prior to exoneration.,"Thu, 21 Jun 2018 01:15:39 +0000",infowars,Watch: IG Admits FBI Conducted Fraudulent Investigation into Hillary,https://www.infowars.com/live-now-ig-admits-fbi-conducted-fraudulent-investigation-into-hillary/
87,Infowars.com,Featured Stories,'Please continue on I-40 until you have left...',"Thu, 21 Jun 2018 00:43:10 +0000",infowars,Texas Billboard Tells Liberals: Keep Going ‘Until You Have Left Our Great State’,https://www.infowars.com/texas-billboard-tells-liberals-keep-going-until-you-have-left-our-great-state/
88,Infowars.com,Featured Stories,Parent pulls baby from clergyman's grasp after bizarre slap in face.,"Wed, 20 Jun 2018 23:53:49 +0000",infowars,Shock Video: Catholic Vampire Priest Attacks Baby,https://www.infowars.com/shock-video-catholic-priest-slaps-infant-in-face/
89,Infowars.com,Featured Stories,'It is time to end family detention once and for all.',"Wed, 20 Jun 2018 23:28:39 +0000",infowars,Keeping Families Together Not Enough – Liberals Demand Amnesty Now!,https://www.infowars.com/keeping-families-together-not-enough-liberals-demand-amnesty-now/
90,Jamie White,Featured Stories,Roger Stone banned from platform for much less.,"Wed, 20 Jun 2018 23:15:01 +0000",infowars,"Outrage After Twitter Ignores Peter Fonda’s Shocking Barron, Rape Comments",https://www.infowars.com/outrage-after-twitter-ignores-peter-fondas-shocking-barron-rape-comments/
91,Infowars.com,Featured Stories,"'Don’t worry, the Republicans, and your President, will fix it!'","Wed, 20 Jun 2018 22:45:08 +0000",infowars,Epic Video: Trump Mocks Democrats’ Lack of Action on Immigration,https://www.infowars.com/epic-video-trump-mocks-democrats-lack-of-action-on-immigration/
92,The Alex Jones Show,Globalism,Just like Europe.,"Wed, 20 Jun 2018 22:36:40 +0000",infowars,Overrunning America With Illegals Is The Plan,https://www.infowars.com/overrunning-america-with-illegals-is-the-plan/
93,The Alex Jones Show,Government,The left remains silent.,"Wed, 20 Jun 2018 22:25:53 +0000",infowars,Medical Kidnapping Has Separated Mothers From Children For Decades,https://www.infowars.com/medical-kidnapping-has-separated-mothers-from-children-for-decades/
94,The Alex Jones Show,Featured Stories,Conservative commentator explains his journey.,"Wed, 20 Jun 2018 22:19:32 +0000",infowars,The Amazing Lucas Tells All About His Awakening From The Liberal Lunatic Asylum,https://www.infowars.com/the-amazing-lucas-tells-all-about-his-awakening-from-the-liberal-lunatic-asylum/
95,Joe Jankowski ,Featured Stories,Says border mess nothing new,"Wed, 20 Jun 2018 22:17:26 +0000",infowars,Ron Paul: Liberal Circus Over Border Not About Children – It’s Good Politics,https://www.infowars.com/ron-paul-liberal-demagoguing-not-about-the-children-its-good-politics/
96,David Knight,Science & Tech,Famous TV show predicted future spy state.,"Wed, 20 Jun 2018 20:47:35 +0000",infowars,What THE PRISONER Tells About SMART CITIES,https://www.infowars.com/what-the-prisoner-tells-about-smart-cities/
97,Jamie White,Featured Stories,Violators could face a year in prison.,"Wed, 20 Jun 2018 20:47:21 +0000",infowars,Hungary Passes ‘Stop Soros’ Law Criminalizing Aid To Illegal Migrants,https://www.infowars.com/hungary-passes-stop-soros-law-criminalizing-aid-to-illegal-migrants/
98,Infowars.com,Featured Stories,President acts where previous administrations have failed.,"Wed, 20 Jun 2018 20:15:08 +0000",infowars,Trump Signs Executive Order Keeping Illegal Immigrant Families Together,https://www.infowars.com/trump-signs-executive-order-keeping-illegal-immigrant-families-together/
99,Infowars.com,Featured Stories,'There simply is no excuse for this sort of mistake.',"Wed, 20 Jun 2018 19:46:09 +0000",infowars,FAKE NEWS ALERT: ABC NEWS Claims Manafort Pled Guilty to Manslaughter,https://www.infowars.com/fake-news-alert-abc-news-claims-manafort-pled-guilty-to-manslaughter/
