,author,category,description,publishedAt,source,title,url
82,Paul Joseph Watson,Featured Stories,Feature prompts angry reaction on social media.,"Mon, 25 Jun 2018 12:42:33 +0000",infowars,Swedish TV Show’s “Traditional” Midsummer Celebration: Woman in Hijab Cooking a Kebab,https://www.infowars.com/swedish-tv-shows-traditional-midsummer-celebration-woman-in-hijab-cooking-a-kebab/
83,Rebecca Kheel ,Hot News,National security advisor John Bolton heading to Moscow next week,"Mon, 25 Jun 2018 12:42:07 +0000",infowars,"Trump looks to make more history, this time with Putin",https://www.infowars.com/trump-looks-to-make-more-history-this-time-with-putin/
84,Reuters,World News,The vote ushers in a powerful executive presidency backed by a narrow majority in a 2017 referendum,"Mon, 25 Jun 2018 12:40:33 +0000",infowars,Turkey’s Erdogan wins sweeping new powers after election victory,https://www.infowars.com/turkeys-erdogan-wins-sweeping-new-powers-after-election-victory/
85,Susan Crabtree ,Government,"Florida lawmakers, activists say Castros ordered 1996 downing of 'Brothers to the Rescue' planes","Mon, 25 Jun 2018 12:38:12 +0000",infowars,DeSantis Joins Call for Trump to Indict Raul Castro,https://www.infowars.com/desantis-joins-call-for-trump-to-indict-raul-castro/
86,The Bookseller,Featured Stories,Leftists erasing history in name of social justice,"Mon, 25 Jun 2018 12:26:29 +0000",infowars,Laura Ingalls Wilder Award Renamed After ‘Racism Concerns’,https://www.infowars.com/laura-ingalls-wilder-award-renamed-after-racism-concerns/
87,Town Hall,Featured Stories,Democrat base won’t tolerate a retreat from extremism,"Mon, 25 Jun 2018 12:09:23 +0000",infowars,Liberals’ Hatred Will Inevitably Turn Into Violence,https://www.infowars.com/liberals-hatred-will-inevitably-turn-into-violence/
88,Steve Watson ,Featured Stories,"""They follow the exact pattern that Hitler has""","Mon, 25 Jun 2018 11:27:32 +0000",infowars,"Deranged Reiners: Trump Is ‘Evil’ Like Hitler, Supporters Are ‘Hardcore Racists’",https://www.infowars.com/deranged-reiners-trump-is-evil-like-hitler-supporters-are-hardcore-racists/
89,Reuters,Featured Stories,Military role in immigration enforcement could expand,"Mon, 25 Jun 2018 11:25:37 +0000",infowars,Pentagon Eyes Temporary Camps For Migrants at Two Bases,https://www.infowars.com/pentagon-eyes-temporary-camps-for-migrants-at-two-bases/
90,Sputnik,Featured Stories,Major step down path to European Army,"Mon, 25 Jun 2018 11:25:13 +0000",infowars,EU to Formally Move on Creation of Military Intervention Force,https://www.infowars.com/eu-to-formally-move-on-creation-of-military-intervention-force/
91,Breitbart,Featured Stories,“Migration movements have become the driving force behind growth and decline of the population of Europe.”,"Mon, 25 Jun 2018 11:19:43 +0000",infowars,Study: Mass Migration Nearly The Sole Driver of European Population Growth,https://www.infowars.com/study-mass-migration-nearly-the-sole-driver-of-european-population-growth/
92,Breitbart,Featured Stories,"The cover, the Time story that accompanied it, and the original image that spread on social media, were misleading in every way.","Mon, 25 Jun 2018 11:14:39 +0000",infowars,Bokhari: Establishment and Social Media Giants Fail to ‘Fact Check’ TIME Magazine’s Refugee Hoax Cover,https://www.infowars.com/bokhari-establishment-and-social-media-giants-fail-to-fact-check-time-magazines-refugee-hoax-cover/
93,Daily Caller,Featured Stories,Waters encourages liberal mobs,"Mon, 25 Jun 2018 11:11:03 +0000",infowars,"New Normal: Trump Allies Face Harassment, Protests Anywhere They Show Their Faces",https://www.infowars.com/new-normal-trump-allies-face-harassment-protests-anywhere-they-show-their-faces/
94,RT,Featured Stories,"Fallon says that he would have conducted a 2016 interview “differently,” and that it was a “mistake.”","Mon, 25 Jun 2018 10:41:44 +0000",infowars,‘Be a man’: Trump attacks Fallon over low ratings ‘whimpering’ after ‘hair show’,https://www.infowars.com/be-a-man-trump-attacks-fallon-over-low-ratings-whimpering-after-hair-show/
95,Zero Hedge,Featured Stories,"It will be interesting to see years from now which ""narrative"" concerning Obama's legacy in the Syrian conflict future historians choose to emphasize.","Mon, 25 Jun 2018 10:23:29 +0000",infowars,Ben Rhodes Admits Obama Armed Jihadists In Syria In Bombshell Interview,https://www.infowars.com/ben-rhodes-admits-obama-armed-jihadists-in-syria-in-bombshell-interview/
96,Michael Snyder  ,Economy,"Unless something drastically changes in the very near future, there is no way that the U.S. is going to be able to get through this without experiencing severe pain.","Mon, 25 Jun 2018 10:05:34 +0000",infowars,"Things Just Went Nuclear In Our Trade War With China, And A Giant Shockwave Is About To Hit The U.S. Economy",https://www.infowars.com/things-just-went-nuclear-in-our-trade-war-with-china-and-a-giant-shockwave-is-about-to-hit-the-u-s-economy/
97,Jon Bowne,Featured Stories,Anti-Trump 'Resistance' becoming what they hate.,"Sun, 24 Jun 2018 22:48:10 +0000",infowars,Red Hen Refusal Stinks Of Fascism,https://www.infowars.com/red-hen-refusal-stinks-of-fascism/
98,Alex Jones,Featured Stories,Deep State readying next move to take down president.,"Sun, 24 Jun 2018 19:31:21 +0000",infowars,EX-CIA Head Calls For Revolt! Alex Jones Emergency Message To Trump,https://www.infowars.com/ex-cia-head-calls-for-revolt-alex-jones-emergency-message-to-trump/
99,Infowars.com,Featured Stories,America's immigration policy 'laughed at all over the world' he says.,"Sun, 24 Jun 2018 17:51:10 +0000",infowars,Trump: We Can’t Let Illegal Migrants ‘Invade Our Country’,https://www.infowars.com/trump-we-cant-let-illegal-migrants-invade-our-country/
