,author,category,description,publishedAt,source,title,url
84,Paul Joseph Watson,Featured Stories,How satire was turned into a brainwahsing tool.,"Wed, 27 Jun 2018 22:21:05 +0000",infowars,The Comedy Conspiracy,https://www.infowars.com/the-comedy-conspiracy/
85,David Knight,Special Reports,Another conservative state legalizes weed.,"Wed, 27 Jun 2018 21:57:13 +0000",infowars,Oklahoma Ok’s Med Marijuana,https://www.infowars.com/oklahoma-oks-med-marijuana/
86,David Knight,Special Reports,Travel-ban upheld.,"Wed, 27 Jun 2018 21:36:05 +0000",infowars,Supremes Slap Down ‘Resistance’,https://www.infowars.com/supremes-slap-down-resistance/
87,Infowars.com,Featured Stories,California Democrat can't handle scrutiny from pro-Trump figures.,"Wed, 27 Jun 2018 21:24:05 +0000",infowars,Maxine Waters Staffer Threatens To Call Police On Diamond & Silk During Office Visit,https://www.infowars.com/maxine-waters-staffer-threatens-to-call-police-on-diamond-silk-during-office-visit/
88,"John Stevenson, City University London ",Science & Tech,Locations change but number stays same,"Wed, 27 Jun 2018 21:21:54 +0000",infowars,People Only Frequent 25 Places at Any Time – Study,https://www.infowars.com/people-only-frequent-25-places-at-any-time-study/
89,Reuters,Economy,Decision to have lasting impact on patent laws,"Wed, 27 Jun 2018 21:08:23 +0000",infowars,"Apple, Samsung Settle Seven-Year Patent Dispute",https://www.infowars.com/apple-samsung-settle-seven-year-patent-dispute/
90,Infowars.com,Featured Stories,"GOP constituents want border wall and security, not blanket amnesty.","Wed, 27 Jun 2018 19:46:52 +0000",infowars,Paul Ryan’s Amnesty Bill Soundly Rejected by 112 Republicans,https://www.infowars.com/paul-ryans-amnesty-bill-soundly-rejected-by-112-republicans/
91,Kit Daniels,Featured Stories,Liberal wing of court loses power with Kennedy's retirement,"Wed, 27 Jun 2018 19:09:45 +0000",infowars,Reminder: Retiring Justice Kennedy Was Swing Voter,https://www.infowars.com/reminder-retiring-justice-kennedy-was-swing-voter/
92,Infowars.com,Featured Stories,Street art fights back against #resistance attacks on conservatives.,"Wed, 27 Jun 2018 18:59:34 +0000",infowars,‘Republicans Are Forbidden’: Nazi-Style Democrat Propaganda Floods LA,https://www.infowars.com/republicans-are-forbidden-nazi-style-democrat-propaganda-floods-la/
93,NASA,Science & Tech,Largest international space science project in U.S. history,"Wed, 27 Jun 2018 18:54:27 +0000",infowars,Cutting-Edge NASA Telescope Set for 2020,https://www.infowars.com/cutting-edge-nasa-telescope-set-for-2020/
94,Infowars.com,Featured Stories,Ex-CIA Deputy Director is on television to push propaganda on the American people.,"Wed, 27 Jun 2018 18:46:32 +0000",infowars,CIA’s MSM Analyst Drags America Through The ‘Mudd’,https://www.infowars.com/cias-msm-analyst-drags-america-through-the-mudd/
95,Infowars.com,Featured Stories,"Napolitano on Trump's short list, as mentioned in previous report","Wed, 27 Jun 2018 18:30:04 +0000",infowars,Infowars Was Right: Justice Kennedy to Resign,https://www.infowars.com/infowars-was-right-justice-kennedy-to-resign/
96,Infowars.com,Featured Stories,Establishment collaborates to dehumanize conservatives ahead of violent uprising.,"Wed, 27 Jun 2018 17:56:44 +0000",infowars,"Shock Compilation: Dems, Celebrities & Mainstream Media Push Violence Against Pro-Trumpers",https://www.infowars.com/shock-compilation-dems-celebrities-mainstream-media-push-violence-against-pro-trumpers/
97,Sputnik,World at War,Afrin blast leaves 11 Dead,"Wed, 27 Jun 2018 17:44:34 +0000",infowars,Multiple Car Bombs in Syria – Source,https://www.infowars.com/multiple-car-bombs-in-syria-source/
98,Reuters,World at War,Xi firm against Mattis over territory,"Wed, 27 Jun 2018 17:36:22 +0000",infowars,Tensions Rise Over South China Sea,https://www.infowars.com/tensions-rise-over-south-china-sea/
99,CNBC,Economy,Advertisers must be pre-approved,"Wed, 27 Jun 2018 17:25:15 +0000",infowars,Facebook Reverses Ban on Cryptocurrency Ads,https://www.infowars.com/facebook-reverses-ban-on-cryptocurrency-ads/
